gen,island,rle_novelty,diversity,seed
6,"(0, 0)",0.507,0.03398529093593286,1234
6,"(0, 2)",0.5010000000000001,0.04299709292498739,1234
6,"(0, 4)",0.547,0.030413812651491113,1234
6,"(1, 1)",0.5189999999999999,0.035110539728121545,1234
6,"(1, 3)",0.49250000000000005,0.040877866871939415,1234
6,"(2, 0)",0.5315000000000001,0.029979159427842548,1234
6,"(2, 2)",0.5155,0.028284271247461912,1234
6,"(2, 4)",0.5105,0.029580398915498088,1234
6,"(3, 1)",0.5565,0.037563279941985904,1234
6,"(3, 3)",0.5199999999999999,0.03292415526630865,1234
7,"(0, 0)",0.5185000000000001,0.034842502780368705,1234
7,"(0, 2)",0.49399999999999994,0.032074132879939245,1234
7,"(0, 4)",0.5485,0.027290108097990387,1234
7,"(1, 1)",0.5115,0.03275286247032464,1234
7,"(1, 3)",0.5069999999999999,0.04030818775385469,1234
7,"(2, 0)",0.5155000000000001,0.03389321466016466,1234
7,"(2, 2)",0.5189999999999999,0.022422087324778673,1234
7,"(2, 4)",0.4925,0.05739337940912698,1234
7,"(3, 1)",0.5445,0.0406201920231798,1234
7,"(3, 3)",0.5250000000000001,0.03603817420458478,1234
8,"(0, 0)",0.5125,0.03707762128292483,1234
8,"(0, 2)",0.503,0.03898717737923588,1234
8,"(0, 4)",0.527,0.03132091952673166,1234
8,"(1, 1)",0.533,0.0292574776766556,1234
8,"(1, 3)",0.49450000000000005,0.027568097504180464,1234
8,"(2, 0)",0.5105000000000002,0.04598912915026767,1234
8,"(2, 2)",0.5095,0.04631144566951026,1234
8,"(2, 4)",0.49749999999999994,0.03427462618322774,1234
8,"(3, 1)",0.5265,0.04121589499210225,1234
8,"(3, 3)",0.521,0.02782085548648712,1234
9,"(0, 0)",0.5120000000000001,0.026809513236909034,1234
9,"(0, 2)",0.49350000000000005,0.033686050525402945,1234
9,"(0, 4)",0.5184999999999998,0.035085609585697675,1234
9,"(1, 1)",0.5145000000000001,0.031717503054307414,1234
9,"(1, 3)",0.471,0.02293468988235944,1234
9,"(2, 0)",0.5184999999999998,0.036810324638611926,1234
9,"(2, 2)",0.5125,0.03138470965295044,1234
9,"(2, 4)",0.49800000000000005,0.025937424698685888,1234
9,"(3, 1)",0.5219999999999999,0.03880721582386452,1234
9,"(3, 3)",0.512,0.028301943396169833,1234
10,"(0, 0)",0.49799999999999994,0.04428317965096907,1234
10,"(0, 2)",0.48349999999999993,0.029744747435471706,1234
10,"(0, 4)",0.5195000000000001,0.033181320046074124,1234
10,"(1, 1)",0.49750000000000005,0.03691544392256444,1234
10,"(1, 3)",0.4875000000000001,0.03954743986657039,1234
10,"(2, 0)",0.5175000000000001,0.03284813541131369,1234
10,"(2, 2)",0.504,0.031666228067138036,1234
10,"(2, 4)",0.506,0.03675595189897822,1234
10,"(3, 1)",0.5174999999999998,0.03323777970924051,1234
10,"(3, 3)",0.5169999999999999,0.03315116890850156,1234
11,"(0, 0)",0.49549999999999994,0.029576172842340504,1234
11,"(0, 2)",0.49350000000000005,0.04044749683231338,1234
11,"(0, 4)",0.5205,0.035623026261113765,1234
11,"(1, 1)",0.48549999999999993,0.02885740806101617,1234
11,"(1, 3)",0.51,0.03800986713999407,1234
11,"(2, 0)",0.5339999999999999,0.03927785635698569,1234
11,"(2, 2)",0.497,0.034478254016118634,1234
11,"(2, 4)",0.5165,0.03731956591387419,1234
11,"(3, 1)",0.5119999999999999,0.047882669098537105,1234
11,"(3, 3)",0.5149999999999999,0.023722352328552937,1234
12,"(0, 0)",0.48149999999999993,0.03742993454442581,1234
12,"(0, 2)",0.5029999999999999,0.050655700567655775,1234
12,"(0, 4)",0.4959999999999999,0.03528101472463624,1234
12,"(1, 1)",0.5035000000000001,0.03957271787481876,1234
12,"(1, 3)",0.5115,0.03352610922848043,1234
12,"(2, 0)",0.5345000000000001,0.03863612299390302,1234
12,"(2, 2)",0.49050000000000005,0.04162631379308046,1234
12,"(2, 4)",0.511,0.04142463035441597,1234
12,"(3, 1)",0.532,0.04915282290977803,1234
12,"(3, 3)",0.491,0.039191835884530846,1234
13,"(0, 0)",0.5125,0.030149626863362672,1234
13,"(0, 2)",0.48600000000000004,0.040654028090707076,1234
13,"(0, 4)",0.4995,0.03734635189680512,1234
13,"(1, 1)",0.49499999999999994,0.029133314263914443,1234
13,"(1, 3)",0.52,0.03140063693621517,1234
13,"(2, 0)",0.5359999999999999,0.03471310991541957,1234
13,"(2, 2)",0.49099999999999994,0.03427462618322775,1234
13,"(2, 4)",0.5050000000000001,0.03496784236981173,1234
13,"(3, 1)",0.5079999999999999,0.03424543765233555,1234
13,"(3, 3)",0.49049999999999994,0.044528081027594264,1234
14,"(0, 0)",0.51,0.03718534657630611,1234
14,"(0, 2)",0.49300000000000005,0.041545156155681974,1234
14,"(0, 4)",0.49450000000000005,0.029816103031751154,1234
14,"(1, 1)",0.49849999999999994,0.028718460961548783,1234
14,"(1, 3)",0.5080000000000001,0.05009990019950141,1234
14,"(2, 0)",0.5285,0.03885871845545091,1234
14,"(2, 2)",0.49300000000000005,0.03624913792078373,1234
14,"(2, 4)",0.4995,0.03368976105584604,1234
14,"(3, 1)",0.506,0.0400593309979086,1234
14,"(3, 3)",0.4880000000000001,0.033087006513131414,1234
15,"(0, 0)",0.511,0.03166622806713805,1234
15,"(0, 2)",0.5075000000000001,0.029030156733989586,1234
15,"(0, 4)",0.49300000000000005,0.03469870314579496,1234
15,"(1, 1)",0.515,0.03383415434143436,1234
15,"(1, 3)",0.5395,0.029372606285449035,1234
15,"(2, 0)",0.522,0.03609362824654791,1234
15,"(2, 2)",0.4760000000000001,0.03498571136907181,1234
15,"(2, 4)",0.48250000000000004,0.0443255005611894,1234
15,"(3, 1)",0.5155,0.034351128074635355,1234
15,"(3, 3)",0.493,0.03904804732633888,1234
16,"(0, 0)",0.48900000000000005,0.023579652245103198,1234
16,"(0, 2)",0.505,0.028195744359743383,1234
16,"(0, 4)",0.5069999999999999,0.04037325847637271,1234
16,"(1, 1)",0.5175,0.03944616584663205,1234
16,"(1, 3)",0.5100000000000001,0.0332264954516723,1234
16,"(2, 0)",0.5269999999999999,0.03753331853167264,1234
16,"(2, 2)",0.4615,0.04980963762164908,1234
16,"(2, 4)",0.512,0.03201171660501824,1234
16,"(3, 1)",0.507,0.030899029110960763,1234
16,"(3, 3)",0.5045000000000001,0.02628687885618983,1234
17,"(0, 0)",0.501,0.028372521918222225,1234
17,"(0, 2)",0.49850000000000005,0.026734808770589712,1234
17,"(0, 4)",0.5205,0.03305676935213121,1234
17,"(1, 1)",0.4995,0.023553131426627773,1234
17,"(1, 3)",0.5130000000000001,0.028478061731796293,1234
17,"(2, 0)",0.5130000000000001,0.029748949561287045,1234
17,"(2, 2)",0.465,0.03397057550292607,1234
17,"(2, 4)",0.4965,0.03661966684720112,1234
17,"(3, 1)",0.52,0.03238440982942257,1234
17,"(3, 3)",0.481,0.048948953002081665,1234
18,"(0, 0)",0.49349999999999994,0.03519588044075613,1234
18,"(0, 2)",0.514,0.03365635155509284,1234
18,"(0, 4)",0.528,0.03229163978493507,1234
18,"(1, 1)",0.489,0.021324868112136124,1234
18,"(1, 3)",0.5285,0.032136427928442825,1234
18,"(2, 0)",0.5385000000000001,0.036397115270306805,1234
18,"(2, 2)",0.49849999999999994,0.031539657575820335,1234
18,"(2, 4)",0.49799999999999994,0.046848158981970686,1234
18,"(3, 1)",0.5165,0.0377624151769984,1234
18,"(3, 3)",0.48549999999999993,0.035411862419251566,1234
19,"(0, 0)",0.4755,0.029748949561287052,1234
19,"(0, 2)",0.5010000000000001,0.03679673898594821,1234
19,"(0, 4)",0.5105,0.04537345038676253,1234
19,"(1, 1)",0.49149999999999994,0.029816103031751164,1234
19,"(1, 3)",0.526,0.04040730132042971,1234
19,"(2, 0)",0.5290000000000001,0.0360416425818802,1234
19,"(2, 2)",0.5149999999999999,0.0351390096616282,1234
19,"(2, 4)",0.4915000000000001,0.030211752680041597,1234
19,"(3, 1)",0.5035,0.023932195887548656,1234
19,"(3, 3)",0.49899999999999994,0.033316662497915366,1234
20,"(0, 0)",0.496,0.03458323293158118,1234
20,"(0, 2)",0.5035000000000001,0.044031238910573485,1234
20,"(0, 4)",0.5255,0.02434645764787971,1234
20,"(1, 1)",0.4999999999999999,0.03485326383568691,1234
20,"(1, 3)",0.5205,0.04598912915026767,1234
20,"(2, 0)",0.5115000000000001,0.04560701700396553,1234
20,"(2, 2)",0.5085,0.050358713248056686,1234
20,"(2, 4)",0.49650000000000005,0.029647934160747194,1234
20,"(3, 1)",0.499,0.03866199684444663,1234
20,"(3, 3)",0.49349999999999994,0.04794528131109463,1234
21,"(0, 0)",0.4919999999999999,0.04519679192155125,1234
21,"(0, 2)",0.509,0.03419064199455752,1234
21,"(0, 4)",0.5015000000000001,0.030376800358168084,1234
21,"(1, 1)",0.49800000000000005,0.027290108097990394,1234
21,"(1, 3)",0.5325,0.028332843133014405,1234
21,"(2, 0)",0.5279999999999999,0.03345145736735547,1234
21,"(2, 2)",0.5135000000000001,0.04007492981902777,1234
21,"(2, 4)",0.496,0.034709508783617206,1234
21,"(3, 1)",0.4955,0.03247691487810998,1234
21,"(3, 3)",0.496,0.032771939216347884,1234
22,"(0, 0)",0.5010000000000001,0.031188940347501398,1234
22,"(0, 2)",0.5055000000000001,0.019104973174542815,1234
22,"(0, 4)",0.5065000000000001,0.04304358256465186,1234
22,"(1, 1)",0.4974999999999999,0.03182373328193913,1234
22,"(1, 3)",0.502,0.03290516676754581,1234
22,"(2, 0)",0.5135,0.028106938645110404,1234
22,"(2, 2)",0.504,0.03863612299390301,1234
22,"(2, 4)",0.5089999999999999,0.0360936282465479,1234
22,"(3, 1)",0.49949999999999994,0.033147398087934446,1234
22,"(3, 3)",0.48650000000000004,0.031638584039112766,1234
23,"(0, 0)",0.508,0.029372606285449035,1234
23,"(0, 2)",0.497,0.034568772034887216,1234
23,"(0, 4)",0.5075000000000001,0.049585784253150626,1234
23,"(1, 1)",0.49050000000000005,0.03185906464414798,1234
23,"(1, 3)",0.5160000000000002,0.023296995514443496,1234
23,"(2, 0)",0.5155,0.03275286247032465,1234
23,"(2, 2)",0.4915000000000001,0.040233692348577724,1234
23,"(2, 4)",0.5189999999999999,0.04341370751272001,1234
23,"(3, 1)",0.5014999999999998,0.024062418831031943,1234
23,"(3, 3)",0.4955000000000001,0.03310589071449371,1234
24,"(0, 0)",0.509,0.026884010117540148,1234
24,"(0, 2)",0.497,0.03295451410656817,1234
24,"(0, 4)",0.501,0.03998437194704952,1234
24,"(1, 1)",0.48600000000000004,0.0357036412708844,1234
24,"(1, 3)",0.5045000000000001,0.037202150475476564,1234
24,"(2, 0)",0.52,0.03439113257803529,1234
24,"(2, 2)",0.5205,0.03992492955535426,1234
24,"(2, 4)",0.48850000000000016,0.030310889132455367,1234
24,"(3, 1)",0.48,0.03424543765233553,1234
24,"(3, 3)",0.5045,0.03195309061734092,1234
25,"(0, 0)",0.48550000000000004,0.038026306683663094,1234
25,"(0, 2)",0.5010000000000001,0.03350746185553302,1234
25,"(0, 4)",0.4920000000000001,0.03998437194704952,1234
25,"(1, 1)",0.4960000000000001,0.03891015291668745,1234
25,"(1, 3)",0.5219999999999999,0.035759614091877466,1234
25,"(2, 0)",0.527,0.029899832775452106,1234
25,"(2, 2)",0.5355000000000001,0.04318275118609281,1234
25,"(2, 4)",0.4805,0.04409931972264425,1234
25,"(3, 1)",0.495,0.029899832775452117,1234
25,"(3, 3)",0.499,0.03070423423568809,1234
26,"(0, 0)",0.508,0.032599846625406076,1234
26,"(0, 2)",0.48549999999999993,0.04758938957372746,1234
26,"(0, 4)",0.508,0.044099319722644255,1234
26,"(1, 1)",0.5115000000000001,0.032935543110748915,1234
26,"(1, 3)",0.5255000000000001,0.029878922336657336,1234
26,"(2, 0)",0.5075000000000001,0.028508770580296876,1234
26,"(2, 2)",0.5374999999999999,0.032388269481403296,1234
26,"(2, 4)",0.49949999999999994,0.035580893749314405,1234
26,"(3, 1)",0.5,0.036397115270306805,1234
26,"(3, 3)",0.49800000000000005,0.03168595903550971,1234
27,"(0, 0)",0.506,0.026697378148425006,1234
27,"(0, 2)",0.5169999999999999,0.03604164258188021,1234
27,"(0, 4)",0.49949999999999994,0.04121589499210226,1234
27,"(1, 1)",0.5035000000000001,0.04007492981902775,1234
27,"(1, 3)",0.5149999999999999,0.037229020937972576,1234
27,"(2, 0)",0.519,0.03579106033634656,1234
27,"(2, 2)",0.5085000000000001,0.047286361670147554,1234
27,"(2, 4)",0.49349999999999994,0.030866648668101317,1234
27,"(3, 1)",0.5055,0.038418745424597105,1234
27,"(3, 3)",0.5050000000000001,0.04114304315434142,1234
28,"(0, 0)",0.5145000000000002,0.042833981836854725,1234
28,"(0, 2)",0.5035,0.04722287581247038,1234
28,"(0, 4)",0.4880000000000001,0.04126439142893059,1234
28,"(1, 1)",0.506,0.016695807857064017,1234
28,"(1, 3)",0.508,0.03528101472463627,1234
28,"(2, 0)",0.5015000000000001,0.04253234063627349,1234
28,"(2, 2)",0.49349999999999994,0.032996211903792844,1234
28,"(2, 4)",0.5005000000000001,0.033674916480965475,1234
28,"(3, 1)",0.5065000000000001,0.040853396431630995,1234
28,"(3, 3)",0.49800000000000005,0.03762977544445357,1234
29,"(0, 0)",0.5075,0.03335790760824187,1234
29,"(0, 2)",0.53,0.03965791219920685,1234
29,"(0, 4)",0.49750000000000005,0.0430668085652977,1234
29,"(1, 1)",0.49300000000000005,0.03160696125855823,1234
29,"(1, 3)",0.4959999999999999,0.03170173496829472,1234
29,"(2, 0)",0.4920000000000001,0.04023679907746142,1234
29,"(2, 2)",0.5000000000000001,0.04357464859296056,1234
29,"(2, 4)",0.501,0.04049691346263319,1234
29,"(3, 1)",0.5014999999999998,0.03993432107849087,1234
29,"(3, 3)",0.5115000000000001,0.041641325627314034,1234
30,"(0, 0)",0.5075000000000001,0.045329350315220715,1234
30,"(0, 2)",0.5175000000000001,0.027459060435491976,1234
30,"(0, 4)",0.469,0.03819358584893544,1234
30,"(1, 1)",0.506,0.02343074902771997,1234
30,"(1, 3)",0.471,0.04018395202067612,1234
30,"(2, 0)",0.4805,0.04140953996363639,1234
30,"(2, 2)",0.5075000000000001,0.03581549943809245,1234
30,"(2, 4)",0.511,0.044665422868254596,1234
30,"(3, 1)",0.5109999999999999,0.03740320841853009,1234
30,"(3, 3)",0.5055,0.03734635189680514,1234
31,"(0, 0)",0.5035000000000001,0.02968164415931168,1234
31,"(0, 2)",0.48149999999999993,0.0359722114972099,1234
31,"(0, 4)",0.4715,0.025317977802344332,1234
31,"(1, 1)",0.502,0.03134884367883448,1234
31,"(1, 3)",0.47850000000000004,0.03548238999842035,1234
31,"(2, 0)",0.48,0.03392639090737476,1234
31,"(2, 2)",0.4995,0.033541019662496854,1234
31,"(2, 4)",0.4950000000000001,0.03272613634390715,1234
31,"(3, 1)",0.5095,0.03887158345115364,1234
31,"(3, 3)",0.501,0.03707762128292483,1234
32,"(0, 0)",0.518,0.035843409436045574,1234
32,"(0, 2)",0.4959999999999999,0.03695943722515266,1234
32,"(0, 4)",0.4915,0.046419284785528536,1234
32,"(1, 1)",0.5119999999999999,0.03184336665618132,1234
32,"(1, 3)",0.4744999999999999,0.04121589499210226,1234
32,"(2, 0)",0.4585,0.04048147724577254,1234
32,"(2, 2)",0.5095,0.037269290307168454,1234
32,"(2, 4)",0.4924999999999999,0.02772634126602356,1234
32,"(3, 1)",0.514,0.026884010117540148,1234
32,"(3, 3)",0.509,0.027069355367278333,1234
33,"(0, 0)",0.5255000000000001,0.028705400188814654,1234
33,"(0, 2)",0.5015,0.029912372022292057,1234
33,"(0, 4)",0.505,0.045527464238632936,1234
33,"(1, 1)",0.5255000000000001,0.03303028912982751,1234
33,"(1, 3)",0.48600000000000004,0.02871846096154877,1234
33,"(2, 0)",0.4654999999999999,0.028084693339967253,1234
33,"(2, 2)",0.487,0.03275286247032465,1234
33,"(2, 4)",0.496,0.030899029110960746,1234
33,"(3, 1)",0.5185000000000001,0.03340658617698014,1234
33,"(3, 3)",0.5065000000000002,0.03758656674930554,1234
34,"(0, 0)",0.5409999999999999,0.026509432283623135,1234
34,"(0, 2)",0.48150000000000004,0.029711109033491168,1234
34,"(0, 4)",0.533,0.0338969025133566,1234
34,"(1, 1)",0.5075000000000001,0.03491418050019219,1234
34,"(1, 3)",0.4755,0.03533765696816924,1234
34,"(2, 0)",0.48200000000000004,0.03191786333700928,1234
34,"(2, 2)",0.48549999999999993,0.039303307748839666,1234
34,"(2, 4)",0.5119999999999999,0.04005933099790861,1234
34,"(3, 1)",0.523,0.04661276649159541,1234
34,"(3, 3)",0.49149999999999994,0.04141255848169733,1234
35,"(0, 0)",0.5350000000000001,0.02758622844826745,1234
35,"(0, 2)",0.5189999999999999,0.030244834269673226,1234
35,"(0, 4)",0.506,0.03593048844644337,1234
35,"(1, 1)",0.49800000000000005,0.043528726147223744,1234
35,"(1, 3)",0.501,0.031527765540868904,1234
35,"(2, 0)",0.5085,0.03,1234
35,"(2, 2)",0.5000000000000002,0.04146082488325577,1234
35,"(2, 4)",0.5415,0.02703701166919156,1234
35,"(3, 1)",0.5195,0.0362594815186318,1234
35,"(3, 3)",0.4920000000000001,0.03747999466382033,1234
36,"(0, 0)",0.534,0.03491418050019219,1234
36,"(0, 2)",0.523,0.029154759474226504,1234
36,"(0, 4)",0.507,0.03213642792844284,1234
36,"(1, 1)",0.49850000000000005,0.04023679907746142,1234
36,"(1, 3)",0.491,0.04055551750378733,1234
36,"(2, 0)",0.5205,0.03606937759374287,1234
36,"(2, 2)",0.502,0.037416573867739424,1234
36,"(2, 4)",0.5495,0.03374907406137241,1234
36,"(3, 1)",0.5085000000000001,0.022113344387495994,1234
36,"(3, 3)",0.5069999999999999,0.028368115905008585,1234
37,"(0, 0)",0.5575,0.03891015291668745,1234
37,"(0, 2)",0.529,0.0355808937493144,1234
37,"(0, 4)",0.5015000000000001,0.045877554424794714,1234
37,"(1, 1)",0.48999999999999994,0.0362629287289375,1234
37,"(1, 3)",0.5215,0.031028212968200405,1234
37,"(2, 0)",0.529,0.024000000000000014,1234
37,"(2, 2)",0.4854999999999999,0.03968311983702897,1234
37,"(2, 4)",0.5375,0.033686050525402966,1234
37,"(3, 1)",0.5045,0.03479942528261064,1234
37,"(3, 3)",0.5120000000000001,0.03705064102009573,1234
38,"(0, 0)",0.5269999999999999,0.030479501308256347,1234
38,"(0, 2)",0.5105000000000001,0.03631803959466977,1234
38,"(0, 4)",0.5095000000000001,0.038935844667863574,1234
38,"(1, 1)",0.48900000000000005,0.029406631905065237,1234
38,"(1, 3)",0.5175,0.041472882706655445,1234
38,"(2, 0)",0.524,0.03128897569432403,1234
38,"(2, 2)",0.4835,0.04312771730569565,1234
38,"(2, 4)",0.5195,0.038791107228332636,1234
38,"(3, 1)",0.5105000000000002,0.03397057550292606,1234
38,"(3, 3)",0.5105,0.04727314248069405,1234
39,"(0, 0)",0.5215,0.0343911325780353,1234
39,"(0, 2)",0.5210000000000001,0.030376800358168067,1234
39,"(0, 4)",0.518,0.032905166767545804,1234
39,"(1, 1)",0.4885,0.030822070014844896,1234
39,"(1, 3)",0.5070000000000001,0.05586591089385368,1234
39,"(2, 0)",0.5005,0.042880648315994474,1234
39,"(2, 2)",0.5155000000000001,0.03800986713999406,1234
39,"(2, 4)",0.506,0.03482456029873171,1234
39,"(3, 1)",0.5185000000000001,0.043714985988788806,1234
39,"(3, 3)",0.5249999999999999,0.03254228019054597,1234
40,"(0, 0)",0.48600000000000004,0.04860812689252696,1234
40,"(0, 2)",0.514,0.032695565448543636,1234
40,"(0, 4)",0.504,0.034996428389194235,1234
40,"(1, 1)",0.47050000000000003,0.04153311931459038,1234
40,"(1, 3)",0.5114999999999998,0.03494281041931231,1234
40,"(2, 0)",0.5285000000000001,0.035972211497209895,1234
40,"(2, 2)",0.5054999999999998,0.03263050719801947,1234
40,"(2, 4)",0.5145000000000001,0.037719358425084594,1234
40,"(3, 1)",0.49949999999999994,0.02896549671592048,1234
40,"(3, 3)",0.5160000000000001,0.0379835490706174,1234
41,"(0, 0)",0.5035,0.03801315561749643,1234
41,"(0, 2)",0.49349999999999994,0.038894086954188806,1234
41,"(0, 4)",0.5085,0.03278337993557103,1234
41,"(1, 1)",0.4900000000000001,0.04292726406376255,1234
41,"(1, 3)",0.5105000000000001,0.03272613634390714,1234
41,"(2, 0)",0.5465,0.03456877203488723,1234
41,"(2, 2)",0.4945000000000001,0.028879058156387315,1234
41,"(2, 4)",0.49349999999999994,0.04292726406376257,1234
41,"(3, 1)",0.5109999999999999,0.03414674215792776,1234
41,"(3, 3)",0.48599999999999993,0.03756327994198591,1234
42,"(0, 0)",0.508,0.03617664992781946,1234
42,"(0, 2)",0.4900000000000001,0.03758656674930554,1234
42,"(0, 4)",0.522,0.038894086954188826,1234
42,"(1, 1)",0.4774999999999999,0.04114304315434142,1234
42,"(1, 3)",0.5055,0.04862869523234198,1234
42,"(2, 0)",0.532,0.037185346576306115,1234
42,"(2, 2)",0.5130000000000001,0.03229163978493506,1234
42,"(2, 4)",0.48949999999999994,0.04325505750776435,1234
42,"(3, 1)",0.5299999999999999,0.041143043154341426,1234
42,"(3, 3)",0.49449999999999994,0.033331666624997924,1234
43,"(0, 0)",0.5145000000000001,0.04864154602806125,1234
43,"(0, 2)",0.48299999999999993,0.04127953488110059,1234
43,"(0, 4)",0.5069999999999999,0.038765319552404066,1234
43,"(1, 1)",0.5065,0.03726929030716845,1234
43,"(1, 3)",0.5115,0.05054453481831641,1234
43,"(2, 0)",0.5065,0.03468068626771969,1234
43,"(2, 2)",0.518,0.03912799509302772,1234
43,"(2, 4)",0.5095,0.04637887450122092,1234
43,"(3, 1)",0.5275000000000001,0.029643717715563275,1234
43,"(3, 3)",0.508,0.032691742076555064,1234
44,"(0, 0)",0.5189999999999999,0.04004996878900157,1234
44,"(0, 2)",0.5165,0.037719358425084594,1234
44,"(0, 4)",0.4920000000000001,0.036643553321150504,1234
44,"(1, 1)",0.5025,0.035394208565809174,1234
44,"(1, 3)",0.5205,0.023210988776870337,1234
44,"(2, 0)",0.5025000000000001,0.03577708763999664,1234
44,"(2, 2)",0.5130000000000001,0.040298883359219766,1234
44,"(2, 4)",0.5085,0.040308187753854675,1234
44,"(3, 1)",0.518,0.03436568055487917,1234
44,"(3, 3)",0.48549999999999993,0.03902242944769072,1234
45,"(0, 0)",0.5235,0.03293554311074893,1234
45,"(0, 2)",0.5305000000000002,0.03593048844644336,1234
45,"(0, 4)",0.5115000000000001,0.03144439536706026,1234
45,"(1, 1)",0.5175000000000001,0.03963584236521284,1234
45,"(1, 3)",0.5015000000000001,0.041889736213063,1234
45,"(2, 0)",0.49450000000000005,0.025317977802344346,1234
45,"(2, 2)",0.531,0.03439113257803529,1234
45,"(2, 4)",0.49799999999999994,0.03761316258971055,1234
45,"(3, 1)",0.496,0.03636963018783666,1234
45,"(3, 3)",0.48250000000000004,0.03442019755899145,1234
46,"(0, 0)",0.5185000000000001,0.03634556369077249,1234
46,"(0, 2)",0.534,0.03424543765233555,1234
46,"(0, 4)",0.5155000000000001,0.042008927622589946,1234
46,"(1, 1)",0.544,0.0366878726556883,1234
46,"(1, 3)",0.497,0.0371853465763061,1234
46,"(2, 0)",0.487,0.03064310689208914,1234
46,"(2, 2)",0.5239999999999998,0.029512709126747427,1234
46,"(2, 4)",0.5005,0.02291287847477921,1234
46,"(3, 1)",0.5035000000000001,0.031855140872392954,1234
46,"(3, 3)",0.49000000000000005,0.04934571916590132,1234
47,"(0, 0)",0.4995,0.03400000000000001,1234
47,"(0, 2)",0.5085000000000001,0.04339066719929529,1234
47,"(0, 4)",0.49700000000000005,0.041844951905815365,1234
47,"(1, 1)",0.5225000000000001,0.034245437652335536,1234
47,"(1, 3)",0.5119999999999999,0.047484207901153846,1234
47,"(2, 0)",0.4774999999999999,0.041385383893350565,1234
47,"(2, 2)",0.514,0.03982461550347976,1234
47,"(2, 4)",0.5075,0.026921181251943628,1234
47,"(3, 1)",0.49849999999999994,0.033763886032268285,1234
47,"(3, 3)",0.49400000000000005,0.04391753636077507,1234
48,"(0, 0)",0.5010000000000001,0.029068883707497283,1234
